policy_id,precision,recall,f1,tp,fp,fn
226,0.25,1.0,0.4,1,3,0
227,1.0,0.4,0.571,2,0,3
228,0.0,0.0,0.0,0,0,30
229,0.571,0.286,0.381,4,3,10
23,0.182,0.222,0.2,2,9,7
230,0.0,0.0,0.0,0,0,37
231,0.8,0.25,0.381,4,1,12
232,0.0,0.0,0.0,0,0,16
233,0.0,0.0,0.0,0,0,33
234,0.167,0.143,0.154,1,5,6
235,0.0,0.0,0.0,0,0,13
236,0.0,0.0,0.0,0,0,12
237,0.25,0.2,0.222,1,3,4
238,0.0,0.0,0.0,0,0,1
239,0.0,0.0,0.0,0,0,10
24,0.0,0.0,0.0,0,6,1
240,0.714,0.312,0.435,5,2,11
241,0.5,0.333,0.4,2,2,4
242,0.0,0.0,0.0,0,0,15
243,1.0,1.0,1.0,1,0,0
244,0.714,0.556,0.625,5,2,4
245,0.2,0.071,0.105,1,4,13
246,1.0,0.667,0.8,2,0,1
247,0.5,0.333,0.4,1,1,2
248,0.154,0.105,0.125,2,11,17
249,0.333,1.0,0.5,1,2,0
25,0.0,0.0,0.0,0,0,17
250,0.333,0.25,0.286,1,2,3
251,0.0,0.0,0.0,0,0,20
252,0.333,0.25,0.286,2,4,6
253,1.0,0.235,0.381,4,0,13
254,0.667,0.222,0.333,2,1,7
255,0.0,0.0,0.0,0,0,17
256,0.0,0.0,0.0,0,0,17
257,0.25,0.167,0.2,1,3,5
258,0.0,0.0,0.0,0,0,15
259,0.222,0.25,0.235,2,7,6
26,0.571,0.444,0.5,4,3,5
260,0.0,0.0,0.0,0,0,19
261,0.0,0.0,0.0,0,1,0
262,1.0,1.0,1.0,3,0,0
263,0.0,0.0,0.0,0,0,17
264,0.5,0.333,0.4,1,1,2
265,1.0,1.0,1.0,1,0,0
266,0.625,0.625,0.625,5,3,3
267,0.4,0.4,0.4,2,3,3
268,0.0,0.0,0.0,0,0,9
269,0.0,0.0,0.0,0,4,14
27,0.0,0.0,0.0,0,2,4
270,0.333,0.333,0.333,1,2,2
271,0.667,0.333,0.444,2,1,4
272,0.8,0.286,0.421,4,1,10
273,0.0,0.0,0.0,0,0,7
274,0.0,0.0,0.0,0,0,13
275,1.0,0.333,0.5,1,0,2
276,0.4,0.5,0.444,2,3,2
277,0.4,0.2,0.267,2,3,8
278,1.0,1.0,1.0,2,0,0
279,0.111,0.125,0.118,1,8,7
28,0.5,0.167,0.25,1,1,5
280,0.0,0.0,0.0,0,0,5
281,0.0,0.0,0.0,0,0,14
282,0.0,0.0,0.0,0,0,25
283,0.5,0.4,0.444,2,2,3
284,0.0,0.0,0.0,0,0,18
285,0.0,0.0,0.0,0,0,15
286,0.5,0.375,0.429,3,3,5
287,0.0,0.0,0.0,0,0,16
288,0.75,0.273,0.4,3,1,8
289,0.75,0.429,0.545,3,1,4
29,0.25,0.167,0.2,1,3,5
290,0.0,0.0,0.0,0,0,16
291,1.0,0.5,0.667,1,0,1
292,0.571,0.571,0.571,4,3,3
293,0.0,0.0,0.0,0,0,9
294,0.6,0.6,0.6,3,2,2
295,0.333,0.167,0.222,1,2,5
296,0.0,0.0,0.0,0,0,18
297,0.0,0.0,0.0,0,0,8
298,0.385,0.357,0.37,5,8,9
299,0.0,0.0,0.0,0,4,4
3,1.0,1.0,1.0,1,0,0
30,0.0,0.0,0.0,0,0,17
300,0.0,0.0,0.0,0,0,1
301,0.0,0.0,0.0,0,1,1
302,0.0,0.0,0.0,0,0,19
303,0.0,0.0,0.0,0,0,20
304,0.0,0.0,0.0,0,0,5
305,0.0,0.0,0.0,0,1,1
306,0.0,0.0,0.0,0,0,22
307,1.0,1.0,1.0,1,0,0
308,0.0,0.0,0.0,0,0,25
31,0.2,0.111,0.143,1,4,8
310,0.333,0.5,0.4,2,4,2
311,0.5,1.0,0.667,2,2,0
312,0.5,1.0,0.667,1,1,0
313,0.0,0.0,0.0,0,0,3
315,0.0,0.0,0.0,0,2,1
316,0.75,0.545,0.632,6,2,5
317,0.0,0.0,0.0,0,0,26
318,0.667,0.286,0.4,2,1,5
319,0.0,0.0,0.0,0,0,11
32,0.0,0.0,0.0,0,3,4
320,0.0,0.0,0.0,0,0,16
321,0.0,0.0,0.0,0,1,4
322,0.0,0.0,0.0,0,0,23
323,0.4,0.154,0.222,2,3,11
324,0.0,0.0,0.0,0,0,24
325,0.0,0.0,0.0,0,0,18
326,0.0,0.0,0.0,0,0,4
327,0.444,0.25,0.32,4,5,12
328,0.6,0.375,0.462,3,2,5
329,0.0,0.0,0.0,0,0,21
330,0.0,0.0,0.0,0,0,18
331,1.0,0.333,0.5,1,0,2
332,0.0,0.0,0.0,0,0,9
333,0.0,0.0,0.0,0,0,20
334,0.0,0.0,0.0,0,0,21
335,0.0,0.0,0.0,0,0,21
336,0.0,0.0,0.0,0,0,20
337,0.0,0.0,0.0,0,0,0
338,0.6,0.333,0.429,3,2,6
339,0.333,0.25,0.286,1,2,3
34,0.5,0.333,0.4,1,1,2
340,0.0,0.0,0.0,0,0,10
341,0.0,0.0,0.0,0,0,18
342,0.0,0.0,0.0,0,0,10
343,0.0,0.0,0.0,0,0,14
344,0.5,0.286,0.364,2,2,5
345,0.75,1.0,0.857,3,1,0
346,0.5,1.0,0.667,1,1,0
347,1.0,0.5,0.667,4,0,4
348,0.0,0.0,0.0,0,0,16
349,0.5,0.6,0.545,3,3,2
35,0.875,0.538,0.667,7,1,6
350,0.0,0.0,0.0,0,0,31
36,0.5,1.0,0.667,1,1,0
37,0.6,0.6,0.6,3,2,2
38,0.0,0.0,0.0,0,0,18
39,0.857,0.75,0.8,6,1,2
4,0.0,0.0,0.0,0,0,25
40,0.333,0.333,0.333,2,4,4
41,0.0,0.0,0.0,0,0,14
42,0.333,0.25,0.286,1,2,3
43,0.0,0.0,0.0,0,0,15
44,0.0,0.0,0.0,0,1,4
45,0.75,0.333,0.462,3,1,6
46,0.0,0.0,0.0,0,0,17
47,0.0,0.0,0.0,0,0,18
48,0.0,0.0,0.0,0,0,14
49,0.0,0.0,0.0,0,0,14
5,0.0,0.0,0.0,0,0,2
50,1.0,1.0,1.0,1,0,0
52,0.0,0.0,0.0,0,3,3
53,0.5,0.167,0.25,2,2,10
54,0.0,0.0,0.0,0,0,36
55,0.0,0.0,0.0,0,0,15
56,0.0,0.0,0.0,0,0,14
57,1.0,0.75,0.857,3,0,1
58,0.0,0.0,0.0,0,0,14
59,0.0,0.0,0.0,0,0,12
6,0.0,0.0,0.0,0,0,16
60,1.0,0.5,0.667,1,0,1
61,0.0,0.0,0.0,0,0,17
62,0.0,0.0,0.0,0,0,30
63,0.5,0.333,0.4,2,2,4
64,0.5,1.0,0.667,1,1,0
65,0.0,0.0,0.0,0,0,27
66,0.7,0.467,0.56,7,3,8
67,0.0,0.0,0.0,0,0,28
68,0.25,0.333,0.286,1,3,2
69,0.333,0.111,0.167,2,4,16
7,0.667,0.4,0.5,2,1,3
70,0.25,0.077,0.118,1,3,12
71,0.6,0.75,0.667,3,2,1
72,0.2,0.143,0.167,1,4,6
73,0.5,0.3,0.375,3,3,7
75,0.0,0.0,0.0,0,0,27
76,0.0,0.0,0.0,0,1,3
77,0.0,0.0,0.0,0,0,17
78,0.0,0.0,0.0,0,0,18
79,0.0,0.0,0.0,0,0,18
8,0.75,0.333,0.462,3,1,6
80,0.0,0.0,0.0,0,0,16
81,0.333,0.167,0.222,1,2,5
82,0.0,0.0,0.0,0,0,15
83,0.0,0.0,0.0,0,0,19
84,1.0,1.0,1.0,1,0,0
85,0.0,0.0,0.0,0,0,29
86,0.333,0.083,0.133,1,2,11
87,0.0,0.0,0.0,0,0,13
88,0.0,0.0,0.0,0,0,13
89,0.0,0.0,0.0,0,0,16
9,0.0,0.0,0.0,0,0,1
90,0.0,0.0,0.0,0,0,19
91,0.364,0.571,0.444,4,7,3
92,0.0,0.0,0.0,0,4,1
93,0.0,0.0,0.0,0,0,25
94,0.25,0.143,0.182,1,3,6
95,1.0,1.0,1.0,2,0,0
96,0.5,0.25,0.333,2,2,6
97,0.8,0.444,0.571,4,1,5
98,0.0,0.0,0.0,0,7,2
99,0.333,0.067,0.111,1,2,14
